1.1. 不住寂靜法則
- 對於耳根所識別的聲音，不應仔細執著其形相。
- 對於鼻根所識別的香氣，不應仔細執著其形相。
- 對於舌根所識別的味境，不應仔細執著其形相。
- 對於身根所識別的觸境，不應仔細執著其形相。
- 不應貪著睡眠，因其是生命的不生產、不結實與愚迷。
471.1.2 執著形相的後果
- 若心識住留於形相的甘味，或住留於伴隨形相的甘味。
- 此人可能墮於地獄或畜生兩種生命狀態之一。
471.2. 觀照無常的法則
471.2.1 六識系統的無常性
- 應思惟：六根是無常的，六境是無常的，六識是無常的，六觸是無常的。
- 凡因六觸而產生的感受，無論是樂、苦或非苦非樂，也都是無常的。
471.3. 觀照無常的結果
471.3.1 生起厭離
- 對六根、六境、六識、六觸及由此所生的一切感受生起厭嫌。
471.3.2 達成解脫
- 因厭嫌而遠離欲望。
- 因遠離欲望而獲得解脫。
- 獲得解脫時，生起「我得解脫」的智慧。
- 證知：生命已盡，清淨修行已確立，應作之事已完成，不再有這樣的生命狀態。

472.1. 感官功能的存在與作用
472.1.1 身體功能的運作
- 有手，才能執行抓取與拋擲的動作。
- 有足，才能執行前進與後退的動作。
- 有臂，才能執行彎曲與伸展的動作。
- 有腹，才能感知飢餓與口渴的感覺。
472.1.2 感官感受的生成
- 有眼，依於眼觸的條件，內部才會產生樂與苦的感受。
- 有耳，依於耳觸的條件，內部才會產生樂與苦的感受。
- 有鼻，依於鼻觸的條件，內部才會產生樂與苦的感受。
- 有舌，依於舌觸的條件，內部才會產生樂與苦的感受。
- 有身，依於身觸的條件，內部才會產生樂與苦的感受。
- 有意，依於意觸的條件，內部才會產生樂與苦的感受。

473.1. 諸根功能法則
473.1.1 身體諸根的具體作用
- 有手則能執取與拋棄
- 有足則能前進與後退
- 有臂則能彎曲與伸展
- 有腹則能感知飢餓與口渴
473.2. 意根的核心作用
473.2.1 意觸生起感受的條件
- 若無意根，則不會依意觸之緣而生起內在的快樂與痛苦感受

474.1. 世間生命之苦患根源
474.1.1 四大元素之危害
- 地、水、火、風四大元素，如同毒蛇般危險，對生命構成直接威脅。
474.1.2 五取蘊之逼迫
- 色、受、想、行、識五種執取的身心聚合，如同追殺生命的五個怨敵。
474.1.3 愛染之危害
- 對事物的喜悅與貪愛，如同持刀的殺人者，能斷送修行者的法身慧命。
474.1.4 六根之空虛本質
- 眼、耳、鼻、舌、身、意六種感官，本質上是空虛、虛無的，無實體可得。
474.1.5 六境之破壞作用
- 外界的色、聲、香、味、觸、法六種境界，會破壞相對應的六根，帶來困擾。
474.2. 生死流轉之困境
474.2.1 四種瀑流
- 欲望、存在、邪見、無明四種強大的力量，如同湍急的水流，使眾生流轉生死。
474.2.2 此岸之危險
- 執著於身體為實有的錯誤見解，構成充滿恐怖的此岸。
474.3. 解脫境界與方法
474.3.1 彼岸之安穩
- 涅槃是超越一切恐怖、獲得究竟安穩的彼岸。
474.3.2 八正道之筏
- 正見、正思惟、正語、正業、正命、正精進、正念、正定八種正確的道路，如同渡河的筏。
474.3.3 精進努力
- 依靠手足操作筏的比喻，說明需要持續不懈的精進努力。
474.4. 究竟解脫之果位
474.4.1 解脫者
- 透過修行成功渡到彼岸、站立於堅實土地上的修行者，即是證得阿羅漢果位的聖者。

475.1. 現世安樂與解脫的三項實踐法則
475.1.1 守護諸根門
- 以眼、耳、鼻、舌、身、意識對應色、聲、香、味、觸、法時，不執著整體或個別形相，守護根門以避免貪、憂等不善法生起。
- 透過對六根的守護、制止、調御與安息，達成完全的根門防護。
475.1.2 知節度於飲食
- 攝取飲食時應深自省慮，目的不為嬉戲享樂或裝飾莊嚴，僅為維持身體存續、防範危害，並利益清淨的修行生活。
- 以此態度飲食，能消除舊有苦受、避免新生苦受，獲得無過失的安樂生活。
475.1.3 專心於覺醒
- 於日間、夜晚初分及夜晚後分，皆透過經行與安坐來淨除心中的障礙法。
- 於夜晚中分，以右脇獅子臥姿勢安寢，保持正念正智並心存起床之想。

476.1. 守護根門的核心法則
476.1.1 不執取相狀的根本原則
- 以六根接觸外境時，不應執取整體的相狀，也不應執取細節的相狀。
- 若未能守護根門，貪欲、憂惱及各種不善法便會趁機侵襲內心。
- 因此必須實踐、守護並達成對根門的攝護。
476.2. 六根守護的統一實踐
476.2.1 守護根門的共通方法
- 履行攝護根門，守護根門，達成攝護根門。
- 適用於眼、耳、鼻、舌、身、意六根。
476.3. 守護根門的成效
476.3.1 魔不得便的結果
- 若能如此守護諸根門，魔便無法找到侵擾的機會。
- 魔因不得其便，便會厭離而去。

477.1. 趨向涅槃的核心法則
477.1.1 解脫的基本原則
   - 不執著此岸與彼岸。
   - 不沉溺於心識之流。
   - 不被任何內外因素所繫縛或取著。
   - 保持內心清淨不腐敗。
   - 如此則能自然趨向涅槃，因為正見本身即是導向涅槃之路。
477.2. 八種障礙的具體定義
477.2.1 此岸
   - 指內在的六種感官功能。
477.2.2 彼岸
   - 指外在的六種感官對象。
477.2.3 沉於流中
   - 指心念對境界產生喜悅與貪染。
477.2.4 繫上陸地
   - 指自我驕慢之心。
477.2.5 被人取
   - 指與在家人過度交往，共其喜怒，隨順世務而忘失修行本務。
477.2.6 被非人取
   - 指修行是為了追求轉生為天人的果報。
477.2.7 被渦流所取
   - 指沉溺於五種欲望之中。
477.2.8 內部腐敗
   - 指行為邪惡、不淨，偽裝清淨，內心充滿污穢與煩惱。
477.3. 法則的實踐與驗證
477.3.1 解脫的實例
   - 當修行者完全遠離上述八種障礙時，即具備了解脫的條件，能夠趨向涅槃。

478.1. 解脫道核心法則
478.1.1 法則統述
    - 修行者依感官守護、飲食節制、覺醒勤修三者，決定是否沉淪此岸或到達彼岸。
478.2. 修行實踐要素
478.2.1 感官守護
    - 眼、耳、鼻、舌、身、意六根接觸色、聲、香、味、觸、法六境時，執取或不執取形相與細節。
478.2.2 飲食節制
    - 飲食時如實或不如實觀察其作用，為或不為嬉戲、慢心、裝飾、莊嚴而食。
478.2.3 覺醒勤修
    - 於晝日、初夜分、後夜分經行與坐禪時，心中斷除或不斷除障礙法。
    - 於中夜分時，是否以右脅作獅子臥，注意或未注意覺悟、專心念起想。
478.2.4 欲念對治
    - 對欲貪、惡不善之法，隨順或不隨順其生起。
478.2.5 心念取向
    - 心向於欲、執著於欲、固著於欲，或心背離於欲、不執著於欲、不固著於欲。
478.2.6 解脫履行
    - 明知有從罪過解脫之道，履行或不履行。
478.3. 法則與實踐對應
478.3.1 法則應用
    - 修行者若於感官守護、飲食節制、覺醒勤修三方面實踐障礙（執取、不如實觀察、不斷除障礙法、隨順欲、心向欲、不履行解脫道），則沉淪此岸；若實踐成就（不執取、如實觀察、斷除障礙法、不隨順欲、心背離欲、履行解脫道），則到達彼岸。

479.1. 心念運作法則
479.1.1 正念與思慮的具足
- 保持正念現前，以無量思慮而住
- 如實知曉心解脫與慧解脫的境界
- 能夠徹底滅除已生起的惡不善法
479.1.2 心隨境轉的對治
- 面對可愛境不生貪著
- 面對不可愛境不生排斥
- 六根接觸六境時心皆不隨轉
479.2. 境界勝負法則
479.2.1 勝境界的特徵
- 修行者能勝六境，不被境界束縛
- 魔波旬無法透過六根獲得侵擾機會
- 能夠超越再生於染污之性的束縛
479.2.2 被境界勝的特徵
- 修行者被六境所勝，無法超越束縛
- 魔波旬能透過六根獲得侵擾機會
- 將導致再生於染污之境，承受苦果
479.3. 修行狀態比喻法則
479.3.1 堅固心防的狀態
- 猶如堅固濕潤的泥屋，任何火源皆無法引燃
- 表示修行者心防堅固，外在境界無法侵擾
479.3.2 薄弱心防的狀態
- 猶如乾燥古老的草屋，任何方向的火源皆能引燃
- 表示修行者心防薄弱，易受外在境界侵擾

480.1. 苦法的如實認知
480.1.1 認知五蘊的生滅
- 色、受、想、行、識的本質、生起與滅盡，皆應被如實了知。
- 透過此種如實了知，便能知曉一切苦法的生起與滅盡。
480.1.2 對欲望的正確認知
- 見諸欲的本質，如同見充滿炭火的深坑，能引發死亡或極大痛苦。
- 如此正確認知欲望，便不會對一切欲望生起貪愛、迷戀與煩惱。
480.2. 修行中的警覺與防護
480.2.1 世間相貌即為棘刺
- 世間一切可愛、快意的相貌，對於追求解脫的修行者而言，就如同前後上下皆有的棘刺。
- 修行者應知曉何時需要防護，何時是不防護的狀態。
480.2.2 不防護的狀態
- 以眼見色、耳聞聲、鼻嗅香、舌味味、身觸觸、意識法時：
    - 心傾向可愛之境，背離不可愛之境。
    - 正念不現前，缺乏思慮。
    - 不能如實知曉心解脫與慧解脫。
    - 無法將生起的惡不善法徹底滅盡。
480.2.3 防護的狀態
- 以眼見色、耳聞聲、鼻嗅香、舌味味、身觸觸、意識法時：
    - 心不傾向可愛之境，也不背離不可愛之境。
    - 正念現前，思慮無量而住。
    - 能如實知曉心解脫與慧解脫。
    - 能將生起的惡不善法徹底滅盡。
480.3. 正念的恢復與堅固
480.3.1 正念的快速恢復
- 即使修行中暫時喪失正念，生起邪惡不善的念頭，由於正念的基礎，也能迅速捨棄、排除、破壞這些念頭，令其歸於滅無。
480.3.2 堅固心念不為所動
- 如此修行安住的比丘，心已長時趨向遠離塵俗，即使面對國王、親友以財寶誘惑還俗，其心也不會轉向卑俗，絕無還俗之理。

481.1. 清淨見之根本法則
   清淨見的成就，在於如實觀察諸法的生起與滅盡。
481.2. 清淨見的具體觀察對象
481.2.1 六觸處之生滅
      - 如實觀察六觸處的生起與滅盡。
481.2.2 五取蘊之生滅
      - 如實觀察五取蘊的生起與滅盡。
481.2.3 四大有之生滅
      - 如實觀察四大有的生起與滅盡。
481.2.4 一切生起法之滅法本質
      - 如實觀察一切生起之法，皆是滅法。
481.3. 修證清淨見的譬喻與實義對照
481.3.1 身與都城
      - 身由四大所成，是無常、蝕壞、磨消、破損、潰滅之法。
481.3.2 六內處與城門
      - 六內處如同都城的六座門。
481.3.3 正念與門衛
      - 正念如同賢明有能的門衛，遮止不知者，令知者通過。
481.3.4 止觀與使者
      - 止觀如同急來傳達使命的使者。
481.3.5 四大有與中央街路
      - 地界、水界、火界、風界四大有，如同中央四衢街路。
481.3.6 識與城主
      - 識如同坐鎮中央的城主。
481.3.7 涅槃與如實使命
      - 涅槃如同使者所傳達的如實使命。
481.3.8 八支賢聖道與歸路
      - 八支賢聖道（正見乃至正定）如同使者順來路歸去之路徑。

482.1. 對境生惡即制心
482.1.1 制伏的根本法則
- 當眼、耳、鼻、舌、身、意六根對色、聲、香、味、觸、法六境時，若生起貪欲、染欲、忿恚、愚痴、瞋恚等心，應立即制伏。
- 應思惟：此等心境是充滿恐怖、荊棘、險難的邪路，為不善人所依，善人所不依，故心不應順從。
482.2. 守護六根的實踐
482.2.1 守護與不守護的差別
- 無聞凡夫對六觸處不行攝護，故縱情享受五種欲望，直至心滿意足。
- 比丘對六觸處善加守護，其心因此能正直、安住於內，達到靜止、單一、安定的狀態。
482.3. 檢析五蘊的究竟方法
482.3.1 檢析的對象與結果
- 比丘須檢析色、受、想、行、識五蘊的實質。
- 通過檢析，對於原本執為「我」、「我有」、「我之我」的五蘊，能如實了知其虛妄不實。

483.1. 不攝護的過失
483.1.1 六根隨境轉的狀態
- 六根（眼、耳、鼻、舌、身、意）面對各自境界（色、聲、香、味、觸、法）時，心傾向可愛境、背離不可愛境，缺乏正念與思慮。
483.1.2 不攝護的後果
- 不如實知心解脫與慧解脫。
- 生起的惡不善法不能無餘滅盡。
- 六根各被其貪著境界牽引，如同六種生物各奔其餌處。
483.2. 攝護的修習
483.2.1 六根攝護的狀態
- 六根面對各自境界時，心不傾於可愛境、不背於不可愛境，正念現前、思慮無量。
483.2.2 攝護的成果
- 如實知心解脫與慧解脫。
- 生起的惡不善法能無餘滅盡。
- 六根安住於正念，如同六種生物繫於強柱而漸息疲憊。
483.3. 攝護的核心
483.3.1 身正念的比喻
- 強杭或柱比喻身正念的修習。
- 身正念是攝護六根的基礎。
483.3.2 修習的實踐
- 應當增修與復修身正念。
- 如同珍視坐騎與貴器般實行積集。
- 應當為此而努力修習。

484.1. 心縛的根源與本質
- 凡夫因六塵（色、聲、香、味、觸、法）而生苦惱
- 執著未來再生則痛苦更深
- 魔羅的束縛存在於有想思，無想思即得解脫
484.2. 五種心縛的共通法則
- 所有心縛形態（想思、轉動、震動、戲論、慢心）皆具相同過患：是病、是瘡、是箭
- 解脫之道在於學習以無此五種心縛的狀態安住
484.3. 心縛形態與解脫對應
- 想思：對「我」相關概念的執著
- 轉動：對相同概念的內心動搖
- 震動：對相同概念的內心震盪
- 戲論：對相同概念的虛妄分別
- 慢心：對相同概念的驕傲自大
